LONG_X,LAT_Y,tipo,Mg SinAtipicos,Ca SinAtipicos,Na SinAtipicos,K SinAtipicos,na_ka,HCO3 SinAtipicos,Cl SinAtipicos,SO4 SinAtipicos,NO3 SinAtipicos,NO2 SinAtipicos,Fe SinAtipicos,pH SinAtipicos,TEMP SinAtipicos,COND_ELE SinAtipicos,SDT SinAtipicos,UG_Superficial,Edad_Superficial,Norte_Sur_Cimitarra,Geomorfologia,ID_RANURADO,DEM_12,CAR,DEP,MUN,CATION,ANION,BE,BE_ABS,Ref_mascara,Profundidad_(m),Prof_asociada,FECHA,Registro_Fecha,DIA,MES,A�O,Localización,ArchivoFuente,Selected,ID,Nombre_del_punto,ID_PUNTO,Cluster,Silhouette,Selected (1)
-73.866444,7.111028,Aljibe,0.26255144,0.78,0.367391304,0.055641026,0.42303233,2.340983607,0.462535211,0.585416667,0.020967742,0.000209677,0.102064569,4.6,24,156.7,,Depositos fluviales no diferenciados,Cuaternario,SUR,Faa,,80,CAS,SANTANDER,BARRANCABERMEJA,1.46558377,3.512177473,-41.1147422,41.1147422,PMA,,,6/2/2013 0:00,Aproximada,2,6,2013,,VolcadoMasivo_TODO_8.7_JPP.xlsx,No,M-25963,Aljibe 5-puente vía Yando,PO-00-26774,C1,0.578133114,No
-73.806768,7.024309,Aljibe,0.139917695,0.2105,0.306521739,0.076923077,0.383444816,0.5,0.163380282,0.1875,0.014354839,0.000145161,0.067684925,7.17,24,76.9,,Abanico Antiguo (QTcal),Plioceno-Pleistoceno,SUR,Ar,,123,CAS,SANTANDER,BARRANCABERMEJA,0.733862512,0.933065207,-11.95028992,11.95028992,PMA,,,6/2/2013 0:00,Aproximada,2,6,2013,,VolcadoMasivo_TODO_8.7_JPP.xlsx,No,M-25964,Aljibe 3,PO-00-26775,C2,0.691165572,No
-73.848751,7.121662,Pozo de monitoreo,0.004115226,0.059165,0.04676087,0.022141026,0.068901896,0.016393443,0.05971831,0.020416667,0.001935484,0.000322581,0.040578724,6.3,26,,,Formaci+¦n Real (N1r),Plioceno-Pleistoceno,SUR,Dmo,,98,CAS,SANTANDER,BARRANCABERMEJA,0.128066895,0.139365208,-4.224740542,4.224740542,PMA,23,23,6/2/2013 0:00,Aproximada,2,6,2013,,VolcadoMasivo_TODO_8.7_JPP.xlsx,No,M-25965,La Fortuna,PO-00-26666,C2,0.69817478,No
-73.720113,7.03143,Pozo de monitoreo,0.004115226,0.07193,0.084782609,0.085561538,0.170344147,0.016393443,0.208450704,0.074791667,0.001451613,0.000322581,0.068168389,6.5,25,,,Formaci+¦n Real (N1r),Serravaliano-Mesiniano,SUR,Faa,,88,CAS,SANTANDER,BARRANCABERMEJA,0.242274147,0.369578396,-20.80636095,20.80636095,PMA,55,55,6/2/2013 0:00,Aproximada,2,6,2013,,VolcadoMasivo_TODO_8.7_JPP.xlsx,No,M-25966,La Esperanza,PO-00-26707,C2,0.700191848,No
-73.595677,7.023308,Pozo de monitoreo,0.025884774,0.07566,0.059343478,0.011961538,0.071305016,0.016393443,0.042816901,0.021875,0.002258065,0.000322581,0.043576199,6.01,28.9,,,Formaci+¦n Real (N1r),Plioceno-Pleistoceno,SUR,Fpl,,110,CAS,SANTANDER,SAN VICENTE DE CHUCURI,0.17284979,0.127242188,15.19787437,15.19787437,PMA,40,40,6/2/2013 0:00,Aproximada,2,6,2013,,VolcadoMasivo_TODO_8.7_JPP.xlsx,No,M-25967,La Excelencia,PO-00-26704,C2,0.698367397,No
-74.528052,6.205199,Aljibe,0.654320988,1.075,1.408695652,0.002564103,1.411259755,2.583278689,1.812394366,0.64375,,,,6.44,27.5,496,,NULL,NULL,SUR,NULL,,152,CORPOBOYACA,NULL,NULL,3.13801664,5.039423055,-23.25185493,23.25185493,ANLA,,,?,,,,,https://drive.google.com/open?id=1C77_ZYghxNyUt6wA3hqvVu9saOfO3xC2123,Malagon_3995_muestras.xlsx,No,M-259860,A-1994-12,PO-00-259860,C1,0.597576993,No
-73.518611,7.1239,Pozo de monitoreo,0.029794239,0.205,0.328782609,0.015512821,0.34429543,0.041311475,1.138028169,0.010416667,0.021935484,0.001129032,0.017297259,4.53,32.8,94.8,80.3,Grupo Chorro (Egc),NULL,SUR,Dcr,,145,CAS,SANTANDER,BETULIA,0.579089668,1.230118086,-35.98417134,35.98417134,PMA,5.53,5.53,?,Exacta,15,6,2011,,VolcadoMasivo_TODO_8.7_JPP.xlsx,No,M-26175,PM- 14,PO-00-26797,C2,0.665702138,No
-73.517889,7.125,Pozo de monitoreo,0.254567901,1.6895,2.154782609,0.081153846,2.235936455,4.885245902,1.96056338,0.620833333,0.001451613,0.001129032,,6.48,30.3,537,289,Grupo Chorro (Egc),NULL,SUR,Dcr,,132,CAS,SANTANDER,BETULIA,4.180004356,7.46922326,-28.23551065,28.23551065,PMA,4.63,4.63,?,Exacta,16,6,2011,,VolcadoMasivo_TODO_8.7_JPP.xlsx,No,M-26178,PM- 43,PO-00-26798,C3,0.474798113,No
-73.459999,7.382197,Pozo de monitoreo,0.057283951,0.04575,0.513043478,0.063076923,0.576120401,1.268852459,0.557746479,0.104166667,0.033870968,0.00066129,,6.46,30.9,208,23.5,Meseta de San Rafael (Qamsr),Plioceno-Pleistoceno,SUR,Dcr,,123,CAS,SANTANDER,SABANA DE TORRES,0.679154352,1.965297863,-48.63553607,48.63553607,CAR,,,10/5/2018 0:00,Exacta,5,10,2018,https://drive.google.com/open?id=11Lr6E7ni8TEGuktTsCUPpb9yqWJoNDLI,VolcadoMasivo_TODO_8.7_JPP.xlsx,No,M-26527,Estación Suerte: PM-4,PO-22-30138,C2,0.636411974,No
-73.451219,7.327166,Pozo de monitoreo,2.057613169,2.025,1.282608696,0.082820513,1.365429209,2.573770492,0.557746479,1.55,0.049516129,0.000322581,0.037960857,6.84,29.4,570,365,Meseta de San Rafael (Qamsr),Plioceno-Pleistoceno,SUR,Dcr,,136,CAS,SANTANDER,SABANA DE TORRES,5.448042377,4.769316538,6.6428697,6.6428697,CAR,,,10/5/2018 0:00,Exacta,5,10,2018,https://drive.google.com/open?id=11Lr6E7ni8TEGuktTsCUPpb9yqWJoNDLI,VolcadoMasivo_TODO_8.7_JPP.xlsx,No,M-26528,Estación Santos: PM-5,PO-22-30139,C3,0.451126605,No
-73.450305,7.326667,Pozo de monitoreo,1.349794239,1.15,2.7,0.080512821,2.780512821,4.278688525,0.557746479,0.341666667,0.044354839,0.000354839,0.044407041,7.18,32.7,629,264,Meseta de San Rafael (Qamsr),Plioceno-Pleistoceno,SUR,Dcr,,131,CAS,SANTANDER,SABANA DE TORRES,5.280307059,5.267218388,0.124092339,0.124092339,CAR,,,10/5/2018 0:00,Exacta,5,10,2018,https://drive.google.com/open?id=11Lr6E7ni8TEGuktTsCUPpb9yqWJoNDLI,VolcadoMasivo_TODO_8.7_JPP.xlsx,No,M-26529,Estación Santos: PM-6,PO-22-30140,C3,0.443384773,No
-73.449639,7.327389,Pozo de monitoreo,1.670781893,1.185,1.895652174,0.091538462,1.987190636,3.868852459,0.557746479,0.51875,0.042580645,0.000774194,0.113166329,6.94,30.6,519,263,Meseta de San Rafael (Qamsr),Plioceno-Pleistoceno,SUR,Dcr,,129,CAS,SANTANDER,SABANA DE TORRES,4.842972528,5.101870106,-2.603335086,2.603335086,CAR,,,10/5/2018 0:00,Exacta,5,10,2018,https://drive.google.com/open?id=11Lr6E7ni8TEGuktTsCUPpb9yqWJoNDLI,VolcadoMasivo_TODO_8.7_JPP.xlsx,No,M-26530,Estación Santos: PM-7,PO-22-30141,C3,0.433255462,No
-73.448721,7.325996,Pozo de monitoreo,0.872427984,1.61,0.004347826,0.104871795,0.109219621,4.573770492,0.002816901,0.104166667,0.016129032,0.000516129,0.079502928,7.1,32.1,1880,1568,Meseta de San Rafael (Qamsr),Cuaternario,SUR,Dcr,,129,CAS,SANTANDER,SABANA DE TORRES,2.587299778,4.774085247,-29.7061689,29.7061689,CAR,,,10/5/2018 0:00,Exacta,5,10,2018,https://drive.google.com/open?id=11Lr6E7ni8TEGuktTsCUPpb9yqWJoNDLI,VolcadoMasivo_TODO_8.7_JPP.xlsx,No,M-26531,Estación Santos: PM-8,PO-22-30142,C3,0.448672984,No
-73.840633,7.327322,Pozo,0.24691358,0.42,0.408695652,0.084615385,0.493311037,1.19658,5.63E-05,0.025,,,0.085949111,6.49,28.4,120.9,131,Cauce Aluvial (Fca),,SUR,Fpl,,92,CAS,SANTANDER,PUERTO WILCHES,1.160224617,1.307585449,-5.971319835,5.971319835,SGC,70,,11/23/2018 0:00,Exacta,23,11,2018,https://drive.google.com/open?id=121jpn3x8WbcLD7YIbW8NyzAVhJymbTUG,VolcadoMasivo_TODO_8.4_SGC,No,M-26661,108-I-D-23,PO-16-30209,C2,0.617986426,No
-73.785875,7.246797,Pozo,0.21399177,0.42,0.434782609,0.061538462,0.496321071,0.97804,0.152112676,0.016666667,0.087096774,,,6.72,30,113.8,107,Cauce Aluvial (Fca),,SUR,Fpl,,89,CAS,SANTANDER,PUERTO WILCHES,1.13031284,1.233916117,-4.38211692,4.38211692,SGC,72,,11/23/2018 0:00,Exacta,23,11,2018,https://drive.google.com/open?id=121jpn3x8WbcLD7YIbW8NyzAVhJymbTUG,VolcadoMasivo_TODO_8.4_SGC,No,M-26662,108-IV-A-19,PO-16-30210,C2,0.646445717,No
-73.774774,7.286042,Aljibe,0.032921811,0.09,0.956521739,0.038461538,0.994983277,0.11368,2.146478873,0.08125,0.125806452,,,5.05,29.5,143.7,101,Cauce Aluvial (Fca),,SUR,Fpl,,98,CAS,SANTANDER,PUERTO WILCHES,1.117905088,2.467215325,-37.63639937,37.63639937,SGC,4.43,,11/23/2018 0:00,Exacta,23,11,2018,https://drive.google.com/open?id=121jpn3x8WbcLD7YIbW8NyzAVhJymbTUG,VolcadoMasivo_TODO_8.4_SGC,No,M-26663,108-IV-A-34,PO-16-30211,C2,0.60717554,No
-73.912258,7.212636,Pozo,1.316872428,0.005,0.695652174,0.117948718,0.813600892,0.016393443,0.118309859,5.125,0.00483871,,,6.79,26.1,1359,949,Cauce Aluvial (Fca),,SUR,Fpl,,73,CAS,SANTANDER,PUERTO WILCHES,2.13047332,5.248148569,-42.25281219,42.25281219,SGC,12,,11/23/2018 0:00,Exacta,23,11,2018,https://drive.google.com/open?id=121jpn3x8WbcLD7YIbW8NyzAVhJymbTUG,VolcadoMasivo_TODO_8.4_SGC,No,M-26664,108-III-D-1,PO-16-30212,C2,0.5175918,No
-73.843637,7.227516,Pozo,0.131687243,0.4,0.4,0.058974359,0.458974359,0.90552,0.073239437,0.035416667,0.020967742,,0.025068491,6.21,28.8,111.3,105,Cauce Aluvial (Fca),,SUR,Dpcd,,83,CAS,SANTANDER,PUERTO WILCHES,0.990661602,1.060212336,-3.391273002,3.391273002,SGC,,,11/23/2018 0:00,Exacta,23,11,2018,https://drive.google.com/open?id=121jpn3x8WbcLD7YIbW8NyzAVhJymbTUG,VolcadoMasivo_TODO_8.4_SGC,No,M-26665,108-III-B-4,PO-16-30213,C2,0.658973973,No
-73.885814,7.246389,Aljibe,0.065843621,0.37,0.452173913,0.2,0.652173913,0.39004,1.45915493,0.11875,0.025806452,,0.003581213,5.47,30.2,179.2,122,Cauce Aluvial (Fca),,SUR,Fpl,,76,CAS,SANTANDER,PUERTO WILCHES,1.088017534,1.997332594,-29.47202171,29.47202171,SGC,5.56,,11/23/2018 0:00,Exacta,23,11,2018,https://drive.google.com/open?id=121jpn3x8WbcLD7YIbW8NyzAVhJymbTUG,VolcadoMasivo_TODO_8.4_SGC,No,M-26666,108-III-B-11,PO-16-30214,C2,0.6339,No
-73.848604,7.271473,Aljibe,0.032921811,0.16,0.026086957,0.071794872,0.097881829,0.19208,0.129577465,0.047916667,0.014516129,,,5.02,31.3,36.43,25.7,Cauce Aluvial (Fca),,SUR,Fpl,,82,CAS,SANTANDER,PUERTO WILCHES,0.290803639,0.38409026,-13.82241291,13.82241291,SGC,5.4,,11/23/2018 0:00,Exacta,23,11,2018,https://drive.google.com/open?id=121jpn3x8WbcLD7YIbW8NyzAVhJymbTUG,VolcadoMasivo_TODO_8.4_SGC,No,M-26667,108-III-B-28,PO-16-30215,C2,0.700154114,No
-73.856694,7.300539,Pozo,0.065843621,0.05,0.104347826,0.033333333,0.137681159,0.1323,0.276056338,0.00125,0.051612903,,0.007162426,5.2,29.6,75.91,23.7,Cauce Aluvial (Fca),,SUR,Fpl,,97,CAS,SANTANDER,PUERTO WILCHES,0.253524781,0.467131667,-29.64059878,29.64059878,SGC,170,,11/23/2018 0:00,Exacta,23,11,2018,https://drive.google.com/open?id=121jpn3x8WbcLD7YIbW8NyzAVhJymbTUG,VolcadoMasivo_TODO_8.4_SGC,No,M-26668,108-III-B-23,PO-16-30216,C2,0.700473721,No
-73.891984,7.412768,Pozo,0.559670782,2.88,0.313043478,0.094871795,0.407915273,3.13992,0.349295775,0.560416667,,,0.114598815,6.67,28.6,380.9,231,Cauce Aluvial (Fca),,SUR,Fpa,,64,CAS,SANTANDER,PUERTO WILCHES,3.847586055,4.164231256,-3.952226925,3.952226925,SGC,70,,11/23/2018 0:00,Exacta,23,11,2018,https://drive.google.com/open?id=121jpn3x8WbcLD7YIbW8NyzAVhJymbTUG,VolcadoMasivo_TODO_8.4_SGC,No,M-26669,108-I-B-2,PO-16-30217,C3,0.472623823,No
-73.792667,7.402443,Aljibe,0.016460905,0.21,0.086956522,0.005128205,0.092084727,0.1764,0.073239437,0.010416667,0.119354839,,,5.05,29.3,37.54,40,Cauce Aluvial (Fca),,SUR,Fpl,,76,CAS,SANTANDER,PUERTO WILCHES,0.318545632,0.379410942,-8.720500963,8.720500963,SGC,20,,11/23/2018 0:00,Exacta,23,11,2018,https://drive.google.com/open?id=121jpn3x8WbcLD7YIbW8NyzAVhJymbTUG,VolcadoMasivo_TODO_8.4_SGC,No,M-26670,108-II-A-1,PO-16-30218,C2,0.697461239,No
-73.827108,7.381007,Aljibe,0.049382716,0.21,0.165217391,0.053846154,0.219063545,0.1372,0.585915493,0.014583333,0.15,,,4.74,28.8,70.32,44.3,Cauce Aluvial (Fca),,SUR,Fpl,,74,CAS,SANTANDER,PUERTO WILCHES,0.478446261,0.887698826,-29.95674243,29.95674243,SGC,12,,11/23/2018 0:00,Exacta,23,11,2018,https://drive.google.com/open?id=121jpn3x8WbcLD7YIbW8NyzAVhJymbTUG,VolcadoMasivo_TODO_8.4_SGC,No,M-26671,108-I-D-11,PO-16-30219,C2,0.69206416,No
-73.814837,7.315481,Manantial,0.032921811,0.04,0.026086957,0.025641026,0.051727983,0.04312,0.129577465,0.020833333,0.014516129,,,4.74,27.3,28.62,12.7,Meseta de San Rafael (Qamsr),,SUR,Dmo,,100,CAS,SANTANDER,PUERTO WILCHES,0.124649793,0.208046927,-25.06701427,25.06701427,SGC,,,11/23/2018 0:00,Exacta,23,11,2018,https://drive.google.com/open?id=121jpn3x8WbcLD7YIbW8NyzAVhJymbTUG,VolcadoMasivo_TODO_8.4_SGC,No,M-26672,108-I-D-20,PO-16-30220,C2,0.699717725,No
-73.902871,7.346855,Pozo,0.164609053,0.33,0.530434783,0.061538462,0.591973245,1.19658,5.63E-05,0.025,,,0.057299407,6.93,22.5,117.9,114,Cauce Aluvial (Fca),,SUR,Ar,,68,CAS,SANTANDER,PUERTO WILCHES,1.086582298,1.278935745,-8.131556987,8.131556987,SGC,90,,11/23/2018 0:00,Exacta,23,11,2018,https://drive.google.com/open?id=121jpn3x8WbcLD7YIbW8NyzAVhJymbTUG,VolcadoMasivo_TODO_8.4_SGC,No,M-26673,108-I-D-2,PO-16-30221,C2,0.630761153,No
-73.894937,7.345703,Pozo,0.181069959,0.29,0.452173913,0.061538462,0.513712375,1.01038,5.63E-05,0.029166667,,,0.050136981,6.99,30,92.5,114,Cauce Aluvial (Fca),,SUR,Ar,,70,CAS,SANTANDER,PUERTO WILCHES,0.984782333,1.089739986,-5.059364832,5.059364832,SGC,120,,11/23/2018 0:00,Exacta,23,11,2018,https://drive.google.com/open?id=121jpn3x8WbcLD7YIbW8NyzAVhJymbTUG,VolcadoMasivo_TODO_8.4_SGC,No,M-26674,108-I-D-16,PO-16-30222,C2,0.652006089,No
-73.907949,7.329387,Pozo,0.378600823,0.98,0.6,0.087179487,0.687179487,1.7689,0.101408451,0.3625,,,0.028649704,6.76,29.3,189.8,176,Cauce Aluvial (Fca),,SUR,Ftas,,72,CAS,SANTANDER,PUERTO WILCHES,2.04578031,2.261458154,-5.007334651,5.007334651,SGC,,,11/23/2018 0:00,Exacta,23,11,2018,https://drive.google.com/open?id=121jpn3x8WbcLD7YIbW8NyzAVhJymbTUG,VolcadoMasivo_TODO_8.4_SGC,No,M-26675,108-I-D-3,PO-16-30223,C1,0.562045165,No
-73.723868,7.372302,Manantial,0.016460905,0.04,0.034782609,0.007692308,0.042474917,0.016393443,0.152112676,0.00625,0.038709677,,,4.05,28.2,28.17,13.3,Meseta de San Rafael (Qamsr),,SUR,Faai,,117,CAS,SANTANDER,PUERTO WILCHES,0.098935822,0.197072353,-33.15331803,33.15331803,SGC,,,11/23/2018 0:00,Exacta,23,11,2018,https://drive.google.com/open?id=121jpn3x8WbcLD7YIbW8NyzAVhJymbTUG,VolcadoMasivo_TODO_8.4_SGC,No,M-26676,108-II-C-37,PO-16-30224,C2,0.699038064,No
-73.770746,7.324242,Pozo,0.395061728,0.55,0.434782609,0.079487179,0.514269788,1.54056,0.011267606,0.010416667,,,0.064461833,6.54,29,132.8,154,Meseta de San Rafael (Qamsr),,SUR,Dmo,,111,CAS,SANTANDER,PUERTO WILCHES,1.459331517,1.626706106,-5.423608181,5.423608181,SGC,90,,11/23/2018 0:00,Exacta,23,11,2018,https://drive.google.com/open?id=121jpn3x8WbcLD7YIbW8NyzAVhJymbTUG,VolcadoMasivo_TODO_8.4_SGC,No,M-26677,108-II-C-16,PO-16-30225,C1,0.470308163,No
-73.614825,7.294795,Pozo,0.016460905,0.03,0.034782609,0.012820513,0.047603122,0.147,0.045070423,0.00625,0.043548387,,0.003581213,4.63,28.6,19.51,17.3,Meseta de San Rafael (Qamsr),,SUR,Faai,,145,CAS,SANTANDER,PUERTO WILCHES,0.094064027,0.245450023,-44.58902245,44.58902245,SGC,45,,11/23/2018 0:00,Exacta,23,11,2018,https://drive.google.com/open?id=121jpn3x8WbcLD7YIbW8NyzAVhJymbTUG,VolcadoMasivo_TODO_8.4_SGC,No,M-26678,108-IV-B-11,PO-22-30226,C2,0.697986028,No
-73.678116,7.324793,Aljibe,0.016460905,0.11,0.026086957,0.002564103,0.02865106,0.09702,0.033802817,0.014583333,0.041935484,,,5.2,28.4,20.12,16,Meseta de San Rafael (Qamsr),,SUR,Faai,,135,CAS,SANTANDER,PUERTO WILCHES,0.155111964,0.187341634,-9.411397575,9.411397575,SGC,5.7,,11/23/2018 0:00,Exacta,23,11,2018,https://drive.google.com/open?id=121jpn3x8WbcLD7YIbW8NyzAVhJymbTUG,VolcadoMasivo_TODO_8.4_SGC,No,M-26679,108-II-C-39,PO-16-30227,C2,0.698033852,No
-73.713337,7.302345,Pozo,0.065843621,0.33,0.356521739,0.043589744,0.400111483,0.7791,5.63E-05,0.035416667,,,,5.81,29.7,82.89,121,Meseta de San Rafael (Qamsr),,SUR,Faai,,121,CAS,SANTANDER,PUERTO WILCHES,0.795955104,0.814573005,-1.156012147,1.156012147,SGC,51.5,,11/23/2018 0:00,Exacta,23,11,2018,https://drive.google.com/open?id=121jpn3x8WbcLD7YIbW8NyzAVhJymbTUG,VolcadoMasivo_TODO_8.4_SGC,No,M-26680,108-IV-A-8,PO-16-30228,C2,0.672257971,No
-73.833596,7.425941,Aljibe,0.032921811,0.1,0.139130435,0.071794872,0.210925307,0.016393443,0.783098592,0.00125,0.122580645,,,4.19,28.6,86.48,42,Cauce Aluvial (Fca),,SUR,Ftas,,60,CAS,SANTANDER,PUERTO WILCHES,0.343847117,0.905679237,-44.96360702,44.96360702,SGC,6,,11/23/2018 0:00,Exacta,23,11,2018,https://drive.google.com/open?id=121jpn3x8WbcLD7YIbW8NyzAVhJymbTUG,VolcadoMasivo_TODO_8.4_SGC,No,M-26681,108-I-B-8,PO-16-30229,C2,0.684567765,No
-73.675094,7.260773,Manantial,0.016460905,0.02,0.026086957,0.012820513,0.03890747,0.0392,0.022535211,0.010416667,0.012903226,,,4.93,27.1,8.653,17.3,Meseta de San Rafael (Qamsr),,SUR,Faai,,138,CAS,SANTANDER,PUERTO WILCHES,0.075368375,0.085055104,-6.038224045,6.038224045,SGC,,,11/23/2018 0:00,Exacta,23,11,2018,https://drive.google.com/open?id=121jpn3x8WbcLD7YIbW8NyzAVhJymbTUG,VolcadoMasivo_TODO_8.4_SGC,No,M-26682,108-IV-A-12,PO-16-30230,C2,0.697021867,No
-73.698465,7.283416,Pozo,0.032921811,0.1,0.086956522,0.017948718,0.10490524,0.1274,0.045070423,0.00625,0.106451613,,,5.39,28.3,31.25,35.7,Meseta de San Rafael (Qamsr),,SUR,Faai,,120,CAS,SANTANDER,PUERTO WILCHES,0.23782705,0.285172035,-9.052594227,9.052594227,SGC,130,,11/23/2018 0:00,Exacta,23,11,2018,https://drive.google.com/open?id=121jpn3x8WbcLD7YIbW8NyzAVhJymbTUG,VolcadoMasivo_TODO_8.4_SGC,No,M-26683,108-IV-A-15,PO-16-30231,C2,0.699265715,No
-73.646113,7.351329,Pozo,0.21399177,0.32,0.347826087,0.069230769,0.417056856,0.8379,0.112676056,0.04375,0.085483871,,,5.98,29.7,102.5,80,Meseta de San Rafael (Qamsr),,SUR,Faai,,135,CAS,SANTANDER,SABANA DE TORRES,0.951048626,1.079809927,-6.340239766,6.340239766,SGC,56,,11/23/2018 0:00,Exacta,23,11,2018,https://drive.google.com/open?id=121jpn3x8WbcLD7YIbW8NyzAVhJymbTUG,VolcadoMasivo_TODO_8.4_SGC,No,M-26684,108-II-D-19,PO-22-30232,C2,0.665351019,No
-73.60695,7.360937,Pozo,0.016460905,0.03,0.104347826,0.01025641,0.114604236,0.016393443,0.123943662,0.00625,0.170967742,,,4.08,29.2,53.73,26.7,Meseta de San Rafael (Qamsr),,SUR,Faai,,154,CAS,SANTANDER,SABANA DE TORRES,0.161065142,0.301161404,-30.309004,30.309004,SGC,18,,11/23/2018 0:00,Exacta,23,11,2018,https://drive.google.com/open?id=121jpn3x8WbcLD7YIbW8NyzAVhJymbTUG,VolcadoMasivo_TODO_8.4_SGC,No,M-26685,108-II-D-1,PO-22-30233,C2,0.699214139,No
-73.646086,7.388754,Manantial,8.23E-05,0.005,0.017391304,0.002564103,0.019955407,0.016393443,0.011267606,0.014583333,,,,4.78,24.4,9.271,10.3,Meseta de San Rafael (Qamsr),,SUR,Faai,,138,CAS,SANTANDER,SABANA DE TORRES,0.025037711,0.025850939,-1.598052851,1.598052851,SGC,,,11/23/2018 0:00,Exacta,23,11,2018,https://drive.google.com/open?id=121jpn3x8WbcLD7YIbW8NyzAVhJymbTUG,VolcadoMasivo_TODO_8.4_SGC,No,M-26686,108-II-D-24,PO-22-30234,C2,0.695637981,No
-73.808334,7.347124,Pozo,0.016460905,0.03,0.234782609,0.020512821,0.25529543,0.016393443,0.456338028,0.008333333,0.09516129,,,4.42,29.5,50.64,31.7,Cauce Aluvial (Fca),,SUR,Fpl,,89,CAS,SANTANDER,PUERTO WILCHES,0.301756335,0.559832652,-29.9535302,29.9535302,SGC,20,,11/23/2018 0:00,Exacta,23,11,2018,https://drive.google.com/open?id=121jpn3x8WbcLD7YIbW8NyzAVhJymbTUG,VolcadoMasivo_TODO_8.4_SGC,No,M-26687,108-I-D-36,PO-16-30235,C2,0.695741668,No
-73.565891,7.308666,Pozo,8.23E-05,0.01,0.052173913,0.005128205,0.057302118,0.016393443,0.061971831,0.0125,0.035483871,,0.003581213,4.49,26.7,23.91,17.3,Meseta de San Rafael (Qamsr),,SUR,Faai,,161,CAS,SANTANDER,SABANA DE TORRES,0.067384423,0.113536915,-25.50970097,25.50970097,SGC,70,,11/23/2018 0:00,Exacta,23,11,2018,https://drive.google.com/open?id=121jpn3x8WbcLD7YIbW8NyzAVhJymbTUG,VolcadoMasivo_TODO_8.4_SGC,No,M-26689,108-IV-B-2,PO-22-30237,C2,0.697226615,No
-73.539028,7.326375,Aljibe,0.032921811,0.07,0.034782609,0.005128205,0.039910814,0.016393443,0.185915493,0.041666667,0.027419355,,,4.51,29.3,30.64,16,Meseta de San Rafael (Qamsr),,SUR,Dcr,,153,CAS,SANTANDER,SABANA DE TORRES,0.142832625,0.255001514,-28.19488801,28.19488801,SGC,5,,11/23/2018 0:00,Exacta,23,11,2018,https://drive.google.com/open?id=121jpn3x8WbcLD7YIbW8NyzAVhJymbTUG,VolcadoMasivo_TODO_8.4_SGC,No,M-26690,108-II-D-31,PO-22-30238,C2,0.699964797,No
-73.555495,7.355491,Pozo,0.016460905,0.02,0.034782609,0.023076923,0.057859532,0.016393443,0.033802817,0.0125,0.062903226,,,4.65,29.9,19.68,24.3,Meseta de San Rafael (Qamsr),,SUR,Faai,,134,CAS,SANTANDER,SABANA DE TORRES,0.094320437,0.109206043,-7.313842208,7.313842208,SGC,60,,11/23/2018 0:00,Exacta,23,11,2018,https://drive.google.com/open?id=121jpn3x8WbcLD7YIbW8NyzAVhJymbTUG,VolcadoMasivo_TODO_8.4_SGC,No,M-26691,108-II-D-28,PO-22-30239,C2,0.697248605,No
-73.554446,7.392516,Pozo,0.016460905,0.03,0.043478261,0.01025641,0.053734671,0.016393443,0.045070423,0.016666667,0.038709677,,,4.51,29.1,21.11,10.3,Meseta de San Rafael (Qamsr),,SUR,Faai,,115,CAS,SANTANDER,SABANA DE TORRES,0.100195576,0.100446767,-0.125192988,0.125192988,SGC,,,11/23/2018 0:00,Exacta,23,11,2018,https://drive.google.com/open?id=121jpn3x8WbcLD7YIbW8NyzAVhJymbTUG,VolcadoMasivo_TODO_8.4_SGC,No,M-26692,108-II-D-33,PO-22-30240,C2,0.697692947,No
-73.490604,7.388947,Pozo,0.032921811,0.03,0.147826087,0.074358974,0.222185061,0.03528,0.03943662,0.020833333,0.053225806,,,5.68,29.6,34.74,51.7,Cuaternario Aluvial (Qca),,SUR,Ar,,150,CAS,SANTANDER,SABANA DE TORRES,0.285106872,0.14877576,31.4211961,31.4211961,SGC,120,,11/23/2018 0:00,Exacta,23,11,2018,https://drive.google.com/open?id=121jpn3x8WbcLD7YIbW8NyzAVhJymbTUG,VolcadoMasivo_TODO_8.4_SGC,No,M-26693,109-I-C-1,PO-22-30241,C2,0.698325331,No
-73.548935,7.433921,Aljibe,0.032921811,0.27,0.356521739,0.035897436,0.392419175,0.20678,0.354929577,0.066666667,0.283870968,,,5.7,28.9,82.12,57,Meseta de San Rafael (Qamsr),,SUR,Faai,,115,CAS,SANTANDER,SABANA DE TORRES,0.695340986,0.912247212,-13.49264858,13.49264858,SGC,,,11/23/2018 0:00,Exacta,23,11,2018,https://drive.google.com/open?id=121jpn3x8WbcLD7YIbW8NyzAVhJymbTUG,VolcadoMasivo_TODO_8.4_SGC,No,M-26694,108-II-B-22,PO-22-30242,C2,0.695879629,No
-73.594921,7.445593,Pozo,0.016460905,0.02,0.034782609,0.041025641,0.07580825,0.05978,0.011267606,0.00125,0.058064516,,,4.61,28.6,18.71,22.5,Meseta de San Rafael (Qamsr),,SUR,Faai,,86,CAS,SANTANDER,SABANA DE TORRES,0.112269155,0.129112122,-6.97774364,6.97774364,SGC,,,11/23/2018 0:00,Exacta,23,11,2018,https://drive.google.com/open?id=121jpn3x8WbcLD7YIbW8NyzAVhJymbTUG,VolcadoMasivo_TODO_8.4_SGC,No,M-26695,108-II-B-32,PO-22-30243,C2,0.697061193,No
