LONG_X,LAT_Y,tipo,Mg SinAtipicos,Ca SinAtipicos,Na SinAtipicos,K SinAtipicos,na_ka,HCO3 SinAtipicos,Cl SinAtipicos,SO4 SinAtipicos,NO3 SinAtipicos,NO2 SinAtipicos,Fe SinAtipicos,pH SinAtipicos,TEMP SinAtipicos,COND_ELE SinAtipicos,SDT SinAtipicos,UG_Superficial,Edad_Superficial,Norte_Sur_Cimitarra,Geomorfologia,ID_RANURADO,DEM_12,CAR,DEP,MUN,CATION,ANION,BE,BE_ABS,Ref_mascara,Profundidad_(m),Prof_asociada,FECHA,Registro_Fecha,DIA,MES,A�O,Localización,ArchivoFuente,Selected,ID,Nombre_del_punto,ID_PUNTO,Cluster,Silhouette,Selected (1)
-73.597551,8.301653,Pozo,0.427983539,1.04,0.004347826,0.002564103,0.006911929,0.016393443,0.230985915,0.170833333,,0.000967742,0.000716243,7,26.3,335,,Cuaternario Aluvial (Qca),Cuaternario,NORTE,Faa,RA-0004,169,CORPOCESAR,CESAR,AGUACHICA,1.467983539,0.403503233,56.8788581,56.8788581,CAR,45,45,?,Exacta,16,2,2014,https://drive.google.com/open?id=15Ki1dPW-_AVxCOHWcRPLZb8Lu9BsZmkx,VolcadoMasivo_TODO_8.4_MCDA.xlsx,No,M-0005,,PO-11-0015,C2,0.615062264,No
-73.411616,7.806084,Pozo,0.197530864,0.48,0.004347826,0.002564103,0.006911929,0.016393443,0.112676056,0.1625,0.007419355,0.000370968,0.034379644,8.44,19.2,265,,Cuaternario Aluvial (Qca),Cuaternario,NORTE,Faa,RA-0007,99,CORPOCESAR,CESAR,SAN ALBERTO,0.677530864,0.317346023,36.20396105,36.20396105,CAR,,,?,Exacta,18,11,2015,https://drive.google.com/open?id=15-0WW76cVV3tKzNPA0PR3-i9-wrzD19C,VolcadoMasivo_TODO_8.4_MCDA.xlsx,No,M-0008,EDS Amarillo,PO-18-0026,C2,0.680991068,No
-73.516749,8.18306,Aljibe,0.615407407,0.852245,0.6181,0.064528205,0.682628205,1.68852459,0.664788732,0.258333333,,,,7.05,24.8,,,Cuaternario Aluvial (Qca),Cuaternario,NORTE,Faas,RA-0008,177,CORPOCESAR,CESAR,R+ìO DE ORO,2.150280613,2.611646656,-9.688641118,9.688641118,CAR,4.5,4.5,5/2/2018 0:00,Exacta,2,5,2018,https://drive.google.com/open?id=158bBNvkHXknDxlVzwBGbGQRm3-PkrXnV,VolcadoMasivo_TODO_8.4_MCDA.xlsx,No,M-0009,Pozo No. 1,PO-14-0027,C1,0.570213323,No
-73.516831,8.182743,Pozo,0.792880658,0.86492,0.613017391,0.065482051,0.678499442,1.672131148,0.65915493,0.277083333,,,0.003581213,7.09,23.7,261,,Cuaternario Aluvial (Qca),Cuaternario,NORTE,Faas,RA-0009,178,CORPOCESAR,CESAR,R+ìO DE ORO,2.336300101,2.611950623,-5.570666034,5.570666034,CAR,28,28,5/2/2018 0:00,Exacta,2,5,2018,https://drive.google.com/open?id=158bBNvkHXknDxlVzwBGbGQRm3-PkrXnV,VolcadoMasivo_TODO_8.4_MCDA.xlsx,No,M-0010,Pozo No. 2,PO-14-0028,C1,0.577522467,No
-73.916916,7.276937,Aljibe,0.679012346,1.275,3.286956522,0.58974359,3.876700112,5.983606557,1.38028169,0.910416667,0.004596774,,0.123193726,6.55,27.6,889,413,Cauce Aluvial (Fca),Cuaternario,SUR,Fca,,68,CAS,SANTANDER,PUERTO WILCHES,5.830712457,8.402095414,-18.06658939,18.06658939,EIA,5.77,5.77,6/8/2014 0:00,Exacta,8,6,2014,https://drive.google.com/open?id=1aBbT4ZQDfCrVypES03QVKWqUgjcXSOUI,VolcadoMasivo_TODO_8.4_MCDA.xlsx,No,M-0015,A-002,PO-16-0046,C3,0.517793018,No
-73.88466,7.318527,Aljibe,0.064032922,0.121,0.25,0.013871795,0.263871795,0.413114754,0.185915493,0.104166667,0.001612903,,0.005801565,6.8,30.4,72.1,30.5,Cauce Aluvial (Fca),Cuaternario,SUR,Fpl,,78,CAS,SANTANDER,PUERTO WILCHES,0.448904717,0.710611382,-22.57033478,22.57033478,EIA,5,5,6/8/2014 0:00,Exacta,8,6,2014,https://drive.google.com/open?id=1aBbT4ZQDfCrVypES03QVKWqUgjcXSOUI,VolcadoMasivo_TODO_8.4_MCDA.xlsx,No,M-0016,A-010,PO-16-0051,C2,0.69776064,No
-73.809558,7.239036,Aljibe,0.018683128,0.0352,0.115217391,0.011358974,0.126576365,0.072131148,0.185915493,0.104166667,0.001612903,,0.004118395,5.55,32.9,24.2,12,Cauce Aluvial (Fca),Cuaternario,SUR,Fpl,,92,CAS,SANTANDER,PUERTO WILCHES,0.180459493,0.367944605,-34.18740169,34.18740169,EIA,6,6,6/8/2014 0:00,Exacta,8,6,2014,https://drive.google.com/open?id=1aBbT4ZQDfCrVypES03QVKWqUgjcXSOUI,VolcadoMasivo_TODO_8.4_MCDA.xlsx,No,M-0017,A-037,PO-16-0061,C2,0.700614908,No
-73.785279,7.258109,Aljibe,0.029794239,0.0405,0.343043478,0.052820513,0.395863991,0.124590164,0.642253521,0.104166667,0.00416129,,0.013071427,6.09,29.5,858,39.1,Cauce Aluvial (Fca),Cuaternario,SUR,Fpl,,100,CAS,SANTANDER,PUERTO WILCHES,0.46615823,0.888243069,-31.16394232,31.16394232,EIA,5.69,5.69,6/8/2014 0:00,Exacta,8,6,2014,https://drive.google.com/open?id=1aBbT4ZQDfCrVypES03QVKWqUgjcXSOUI,VolcadoMasivo_TODO_8.4_MCDA.xlsx,No,M-0018,A-041,PO-16-0065,C2,0.690225461,No
-73.900609,7.272645,Aljibe,0.034567901,0.067,0.135652174,0.022153846,0.15780602,0.231147541,0.185915493,0.104166667,0.001612903,,0.003760274,6.35,29.6,63.4,16.11,Cauce Aluvial (Fca),Cuaternario,SUR,Fpl,,77,CAS,SANTANDER,PUERTO WILCHES,0.259373921,0.526602877,-33.99959853,33.99959853,EIA,5.5,5.5,6/10/2014 0:00,Exacta,10,6,2014,https://drive.google.com/open?id=1aBbT4ZQDfCrVypES03QVKWqUgjcXSOUI,VolcadoMasivo_TODO_8.4_MCDA.xlsx,No,M-0019,A-087,PO-16-0099,C2,0.700977954,No
-73.885823,7.246407,Aljibe,0.072427984,0.153,0.734782609,0.206666667,0.941449276,0.3,1.774647887,0.170833333,0.29516129,,0.003330528,6.58,34.6,234,102,Cauce Aluvial (Fca),Cuaternario,SUR,Fpl,,76,CAS,SANTANDER,PUERTO WILCHES,1.166877259,2.543973039,-37.10997937,37.10997937,EIA,5.7,5.7,6/8/2014 0:00,Exacta,8,6,2014,https://drive.google.com/open?id=1aBbT4ZQDfCrVypES03QVKWqUgjcXSOUI,VolcadoMasivo_TODO_8.4_MCDA.xlsx,No,M-0020,A-089,PO-16-0101,C2,0.620863986,No
-73.848281,7.246318,Aljibe,0.040823045,0.0645,0.222608696,0.15974359,0.382352286,0.081967213,0.185915493,0.104166667,0.001612903,,0.009740899,5.29,29.3,77,35,Cauce Aluvial (Fca),Cuaternario,SUR,Fpl,,88,CAS,SANTANDER,PUERTO WILCHES,0.487675331,0.383403175,11.97046589,11.97046589,EIA,7,7,6/8/2014 0:00,Exacta,8,6,2014,https://drive.google.com/open?id=1aBbT4ZQDfCrVypES03QVKWqUgjcXSOUI,VolcadoMasivo_TODO_8.4_MCDA.xlsx,No,M-0021,A-090,PO-16-0102,C2,0.700300908,No
-73.808531,7.290783,Aljibe,0.036378601,0.0575,0.226521739,0.091794872,0.318316611,0.091803279,0.490140845,0.104166667,0.001612903,,0.015542464,6.05,29.1,82.3,41,Meseta de San Rafael (Qamsr),Cuaternario,SUR,Dmo,,106,CAS,SANTANDER,PUERTO WILCHES,0.412195212,0.703266158,-26.09422021,26.09422021,EIA,7.5,7.5,6/10/2014 0:00,Exacta,10,6,2014,https://drive.google.com/open?id=1aBbT4ZQDfCrVypES03QVKWqUgjcXSOUI,VolcadoMasivo_TODO_8.4_MCDA.xlsx,No,M-0022,A-094,PO-16-0106,C2,0.696171171,No
-73.798019,7.40317,Aljibe,0.064526749,0.01565,0.111304348,0.016589744,0.127894092,0.081967213,0.185915493,0.104166667,0.001612903,,0.003151467,4.43,32,61.5,32,Cauce Aluvial (Fca),Cuaternario,SUR,Fpl,,71,CAS,SANTANDER,PUERTO WILCHES,0.20807084,0.376813743,-28.8506327,28.8506327,EIA,8.32,8.32,6/5/2014 0:00,Exacta,5,6,2014,https://drive.google.com/open?id=1aBbT4ZQDfCrVypES03QVKWqUgjcXSOUI,VolcadoMasivo_TODO_8.4_MCDA.xlsx,No,M-0023,A-104,PO-16-0112,C2,0.700579668,No
-73.832519,7.391978,Aljibe,0.023539095,0.0444,0.086086957,0.006179487,0.092266444,0.142622951,0.185915493,0.104166667,0.001612903,,0.006804305,5.87,29.8,24.5,12.2,Cauce Aluvial (Fca),Cuaternario,SUR,Fpl,,66,CAS,SANTANDER,PUERTO WILCHES,0.160205538,0.441122318,-46.71607624,46.71607624,EIA,4.74,4.74,6/5/2014 0:00,Exacta,5,6,2014,https://drive.google.com/open?id=1aBbT4ZQDfCrVypES03QVKWqUgjcXSOUI,VolcadoMasivo_TODO_8.4_MCDA.xlsx,No,M-0024,A-114,PO-16-0121,C2,0.700798219,No
-73.830956,7.4165,Aljibe,0.018518519,0.0525,0.354782609,0.094871795,0.449654404,0.06557377,0.185915493,0.104166667,0.001612903,,0.013429549,6.12,30.3,101.8,50,Cauce Aluvial (Fca),Cuaternario,SUR,Fpl,,62,CAS,SANTANDER,PUERTO WILCHES,0.520672922,0.370698382,16.82514789,16.82514789,EIA,7.2,7.2,6/6/2014 0:00,Exacta,6,6,2014,https://drive.google.com/open?id=1aBbT4ZQDfCrVypES03QVKWqUgjcXSOUI,VolcadoMasivo_TODO_8.4_MCDA.xlsx,No,M-0025,A-119,PO-16-0126,C2,0.698742903,No
-73.882596,7.359569,Aljibe,0.019341564,0.07,0.313478261,0.106153846,0.419632107,0.06557377,0.185915493,0.104166667,0.001612903,,0.003115655,6.25,33.2,131.5,55.2,Cauce Aluvial (Fca),Cuaternario,SUR,Ftas,,72,CAS,SANTANDER,PUERTO WILCHES,0.508973671,0.360384489,17.0918258,17.0918258,EIA,6,6,6/6/2014 0:00,Exacta,6,6,2014,https://drive.google.com/open?id=1aBbT4ZQDfCrVypES03QVKWqUgjcXSOUI,VolcadoMasivo_TODO_8.4_MCDA.xlsx,No,M-0026,A-142,PO-16-0143,C2,0.699394497,No
-73.847907,7.28707,Aljibe,0.036131687,0.0705,0.129565217,0.019435897,0.149001114,0.170491803,0.185915493,0.104166667,0.001612903,,0.006625244,6.27,31.9,63.1,15.62,Cauce Aluvial (Fca),Cuaternario,SUR,Fpl,,92,CAS,SANTANDER,PUERTO WILCHES,0.255632802,0.46881211,-29.4265726,29.4265726,EIA,5.3,5.3,6/10/2014 0:00,Exacta,10,6,2014,https://drive.google.com/open?id=1aBbT4ZQDfCrVypES03QVKWqUgjcXSOUI,VolcadoMasivo_TODO_8.4_MCDA.xlsx,No,M-0027,A-156,PO-16-0156,C2,0.70155919,No
-73.773299,7.324551,Aljibe,0.017283951,0.0309,0.173043478,0.024487179,0.197530657,0.081967213,0.185915493,0.104166667,0.001612903,,0.025748921,6.98,30.2,48.8,24,Meseta de San Rafael (Qamsr),Pleistoceno,SUR,Dmo,,110,CAS,SANTANDER,PUERTO WILCHES,0.245714608,0.399411197,-23.82428163,23.82428163,EIA,8,8,6/6/2014 0:00,Exacta,6,6,2014,https://drive.google.com/open?id=1aBbT4ZQDfCrVypES03QVKWqUgjcXSOUI,VolcadoMasivo_TODO_8.4_MCDA.xlsx,No,M-0028,A-175,PO-16-0172,C2,0.700682927,No
-73.747097,7.290842,Aljibe,0.142386831,0.2505,0.969565217,0.049487179,1.019052396,0.637704918,1.938028169,0.104166667,0.002129032,,0.00436908,6.16,29.6,263,116,Meseta de San Rafael (Qamsr),Cuaternario,SUR,Faai,,102,CAS,SANTANDER,PUERTO WILCHES,1.411939228,2.686397866,-31.09696954,31.09696954,EIA,6.32,6.32,6/10/2014 0:00,Exacta,10,6,2014,https://drive.google.com/open?id=1aBbT4ZQDfCrVypES03QVKWqUgjcXSOUI,VolcadoMasivo_TODO_8.4_MCDA.xlsx,No,M-0029,A-180,PO-16-0177,C2,0.594505176,No
-73.843655,7.227553,Pozo,0.083127572,0.146,1.169565217,0.261538462,1.431103679,0.496721311,1.030985915,0.558333333,0.00266129,,0.004404892,6.43,29.5,236,113,Cauce Aluvial (Fca),Cuaternario,SUR,Dpcd,,84,CAS,SANTANDER,PUERTO WILCHES,1.660231251,2.093106743,-11.53308048,11.53308048,EIA,120,120,6/8/2014 0:00,Exacta,8,6,2014,https://drive.google.com/open?id=1aBbT4ZQDfCrVypES03QVKWqUgjcXSOUI,VolcadoMasivo_TODO_8.4_MCDA.xlsx,No,M-0030,P-005,PO-16-0190,C2,0.63713894,No
-73.899507,7.195614,Pozo,0.888888889,1.44,3.317391304,0.076153846,3.39354515,5.737704918,0.185915493,0.104166667,0.004225806,,0.100990205,6.49,30.7,852,410,Cauce Aluvial (Fca),Cuaternario,SUR,Fpl,,74,CAS,SANTANDER,PUERTO WILCHES,5.722434039,6.133003089,-3.463128737,3.463128737,EIA,12,12,6/8/2014 0:00,Exacta,8,6,2014,https://drive.google.com/open?id=1aBbT4ZQDfCrVypES03QVKWqUgjcXSOUI,VolcadoMasivo_TODO_8.4_MCDA.xlsx,No,M-0031,P-012,PO-16-0194,C3,0.522642579,No
-73.875193,7.204998,Pozo,0.446090535,0.705,1.534782609,0.054615385,1.589397994,2.721311475,0.281690141,0.112916667,0.002709677,,0.02757534,6.49,30.7,380,183,Cauce Aluvial (Fca),Cuaternario,SUR,Fpl,,73,CAS,SANTANDER,PUERTO WILCHES,2.740488528,3.1462033,-6.892067457,6.892067457,EIA,8,8,6/8/2014 0:00,Exacta,8,6,2014,https://drive.google.com/open?id=1aBbT4ZQDfCrVypES03QVKWqUgjcXSOUI,VolcadoMasivo_TODO_8.4_MCDA.xlsx,No,M-0032,P-018,PO-16-0198,C1,0.620523635,No
-73.785513,7.246119,Pozo,0.076131687,0.143,0.447826087,0.127692308,0.575518395,0.967213115,0.185915493,0.104166667,0.001612903,,0.006231311,6.08,29.3,148,77,Cauce Aluvial (Fca),Cuaternario,SUR,Fpl,,88,CAS,SANTANDER,PUERTO WILCHES,0.794650082,1.265139488,-22.84162485,22.84162485,EIA,120,120,6/8/2014 0:00,Exacta,8,6,2014,https://drive.google.com/open?id=1aBbT4ZQDfCrVypES03QVKWqUgjcXSOUI,VolcadoMasivo_TODO_8.4_MCDA.xlsx,No,M-0033,P-044,PO-16-0210,C2,0.666425392,No
-73.84066,7.327358,Pozo,0.072839506,0.1365,0.38173913,0.044871795,0.426610925,0.275409836,0.54084507,0.104166667,0.001612903,,0.014324852,6.26,29.4,98.1,44,Cauce Aluvial (Fca),Cuaternario,SUR,Fpl,,92,CAS,SANTANDER,PUERTO WILCHES,0.635950431,0.936359328,-19.10621586,19.10621586,EIA,65,65,6/10/2014 0:00,Exacta,10,6,2014,https://drive.google.com/open?id=1aBbT4ZQDfCrVypES03QVKWqUgjcXSOUI,VolcadoMasivo_TODO_8.4_MCDA.xlsx,No,M-0034,P-067,PO-16-0211,C2,0.693284721,No
-73.79163,7.309689,Pozo,0.039506173,0.079,0.380434783,0.059487179,0.439921962,0.570491803,0.185915493,0.104166667,0.001612903,,0.002721722,6.65,27.7,79.8,33,Meseta de San Rafael (Qamsr),Cuaternario,SUR,Dmo,,98,CAS,SANTANDER,PUERTO WILCHES,0.558428135,0.864908588,-21.53253324,21.53253324,EIA,45,45,6/10/2014 0:00,Exacta,10,6,2014,https://drive.google.com/open?id=1aBbT4ZQDfCrVypES03QVKWqUgjcXSOUI,VolcadoMasivo_TODO_8.4_MCDA.xlsx,No,M-0035,P-071,PO-16-0212,C2,0.6907879,No
-73.808379,7.347134,Pozo,0.357201646,0.04895,0.014173913,0.037692308,0.051866221,0.081967213,0.185915493,0.104166667,0.001612903,,0.018550683,4.66,31.5,60,30,Cauce Aluvial (Fca),Cuaternario,SUR,Fpl,,89,CAS,SANTANDER,PUERTO WILCHES,0.458017867,0.392212959,7.739652073,7.739652073,EIA,17,17,6/5/2014 0:00,Exacta,5,6,2014,https://drive.google.com/open?id=1aBbT4ZQDfCrVypES03QVKWqUgjcXSOUI,VolcadoMasivo_TODO_8.4_MCDA.xlsx,No,M-0036,P-075,PO-16-0213,C2,0.682689502,No
-73.838864,7.365741,Pozo,0.064526749,0.1255,0.111304348,0.037692308,0.148996656,0.090163934,0.185915493,0.104166667,0.001612903,,0.005801565,5.67,27.6,29.1,14,Cauce Aluvial (Fca),Cuaternario,SUR,Fpl,,71,CAS,SANTANDER,PUERTO WILCHES,0.339023404,0.387660562,-6.693027506,6.693027506,EIA,40,40,6/5/2014 0:00,Exacta,5,6,2014,https://drive.google.com/open?id=1aBbT4ZQDfCrVypES03QVKWqUgjcXSOUI,VolcadoMasivo_TODO_8.4_MCDA.xlsx,No,M-0037,P-080,PO-16-0215,C2,0.701671926,No
-73.788878,7.378054,Pozo,0.166255144,0.074,0.025608696,0.009051282,0.034659978,0.147540984,0.185915493,0.104166667,0.001612903,,0.132146758,5.94,29.7,35.6,17,Cauce Aluvial (Fca),Cuaternario,SUR,Fpl,,77,CAS,SANTANDER,PUERTO WILCHES,0.274915122,0.571382805,-35.03112481,35.03112481,EIA,33,33,6/5/2014 0:00,Exacta,5,6,2014,https://drive.google.com/open?id=1aBbT4ZQDfCrVypES03QVKWqUgjcXSOUI,VolcadoMasivo_TODO_8.4_MCDA.xlsx,No,M-0038,P-082,PO-16-0216,C2,0.697672451,No
-73.770764,7.324305,Pozo,0.115226337,0.173,0.647826087,0.093589744,0.741415831,1.029508197,0.185915493,0.104166667,0.002129032,,0.024638745,7.14,30,158.7,77,Meseta de San Rafael (Qamsr),Pleistoceno,SUR,Dmo,,112,CAS,SANTANDER,PUERTO WILCHES,1.029642168,1.346358134,-13.32979485,13.32979485,EIA,100,100,6/6/2014 0:00,Exacta,6,6,2014,https://drive.google.com/open?id=1aBbT4ZQDfCrVypES03QVKWqUgjcXSOUI,VolcadoMasivo_TODO_8.4_MCDA.xlsx,No,M-0039,P-097,PO-16-0221,C2,0.656271664,No
-73.826159,7.312883,Pozo,0.042469136,0.08,0.180869565,0.04,0.220869565,0.086885246,0.428169014,0.104166667,0.001612903,,0.00841585,5.88,29.5,69.3,33,Cauce Aluvial (Fca),Cuaternario,SUR,Fpl,,94,CAS,SANTANDER,PUERTO WILCHES,0.343338701,0.62924968,-29.39691495,29.39691495,EIA,50,6,6/10/2014 0:00,Exacta,10,6,2014,https://drive.google.com/open?id=1aBbT4ZQDfCrVypES03QVKWqUgjcXSOUI,VolcadoMasivo_TODO_8.4_MCDA.xlsx,No,M-0040,P-140,PO-16-0226,C2,0.698336944,No
-73.8567,7.305801,Pozo,0.105349794,0.23,0.543478261,0.065897436,0.609375697,0.87704918,0.281690141,0.104166667,0.002225806,,0.029545007,6.41,32.9,146,73,Cauce Aluvial (Fca),Cuaternario,SUR,Fpl,,92,CAS,SANTANDER,PUERTO WILCHES,0.944725491,1.294676801,-15.62699616,15.62699616,EIA,71,71,6/10/2014 0:00,Exacta,10,6,2014,https://drive.google.com/open?id=1aBbT4ZQDfCrVypES03QVKWqUgjcXSOUI,VolcadoMasivo_TODO_8.4_MCDA.xlsx,No,M-0041,P-159,PO-16-0228,C2,0.669787183,No
-73.744499,7.36211,Manantial,0.018518519,0.04895,0.256956522,0.043076923,0.300033445,0.367213115,0.185915493,0.104166667,0.001612903,,0.058373771,6.41,27.7,48.5,24,Cauce Aluvial (Fca),Plioceno-Pleistoceno,SUR,Faai,,80,CAS,SANTANDER,PUERTO WILCHES,0.367501963,0.717281949,-32.24420841,32.24420841,EIA,,,6/6/2014 0:00,Exacta,6,6,2014,https://drive.google.com/open?id=1aBbT4ZQDfCrVypES03QVKWqUgjcXSOUI,VolcadoMasivo_TODO_8.4_MCDA.xlsx,No,M-0043,M-164,PO-16-0236,C2,0.697726633,No
-73.866444,7.111028,Aljibe,0.26255144,0.78,0.367391304,0.055641026,0.42303233,2.340983607,0.462535211,0.585416667,0.020967742,0.000209677,0.102064569,4.6,24,156.7,,Depositos fluviales no diferenciados,Cuaternario,SUR,Faa,,80,CAS,SANTANDER,BARRANCABERMEJA,1.46558377,3.512177473,-41.1147422,41.1147422,EIA,,,1/1/2016 0:00,Aproximada,1,1,2016,https://drive.google.com/open?id=1fxbv7B9XOxVKOA5YN4ICYzafNhfkPhU9,VolcadoMasivo_TODO_8.4_MCDA.xlsx,No,M-0045,,PO-00-0445,C1,0.578133114,No
-73.806768,7.024309,Aljibe,0.139917695,0.2105,0.306521739,0.076923077,0.383444816,0.5,0.163380282,0.1875,0.014354839,0.000145161,0.067684925,7.17,24,76.9,,Abanico Antiguo (QTcal),Plioceno-Pleistoceno,SUR,Ar,,123,CAS,SANTANDER,BARRANCABERMEJA,0.733862512,0.933065207,-11.95028992,11.95028992,EIA,,,1/1/2016 0:00,Aproximada,1,1,2016,https://drive.google.com/open?id=1fxbv7B9XOxVKOA5YN4ICYzafNhfkPhU9,VolcadoMasivo_TODO_8.4_MCDA.xlsx,No,M-0046,,PO-00-0446,C2,0.691165572,No
-73.720113,7.03143,Pozo,0.004115226,0.005,0.084782609,0.002564103,0.087346712,0.016393443,0.208450704,0.074791667,0.001451613,0.000322581,,6.5,25,,,Formaci+¦n Real (N1r),Serravaliano-Mesiniano,SUR,Faa,,88,CAS,SANTANDER,BARRANCABERMEJA,0.084782609,0.301410007,-56.09309695,56.09309695,EIA,,55,1/1/2016 0:00,Aproximada,1,1,2016,https://drive.google.com/open?id=1fxbv7B9XOxVKOA5YN4ICYzafNhfkPhU9,VolcadoMasivo_TODO_8.4_MCDA.xlsx,No,M-0049,,PO-00-0449,C2,0.698781863,No
-73.595677,7.023299,Pozo,0.025884774,0.005,0.004347826,0.011961538,0.016309364,0.016393443,0.042816901,0.021875,0.002258065,0.000322581,,6.01,28.9,,,Formaci+¦n Real (N1r),Plioceno-Pleistoceno,SUR,Fpl,,110,CAS,SANTANDER,SAN VICENTE DE CHUCURI,0.037846312,0.083665989,-37.70785062,37.70785062,EIA,,40,1/1/2016 0:00,Aproximada,1,1,2016,https://drive.google.com/open?id=1fxbv7B9XOxVKOA5YN4ICYzafNhfkPhU9,VolcadoMasivo_TODO_8.4_MCDA.xlsx,No,M-0051,,PO-00-0451,C2,0.696923341,No
-73.540873,7.035066,Manantial,0.440329218,0.8165,0.660869565,0.064102564,0.724972129,0.079344262,0.163380282,1.825,0.014354839,0.000145161,0.012534245,6.66,24,223.9,,Formaci+¦n Lisama (P1l),Paleoceno,SUR,Dlde,,278,CAS,SANTANDER,SAN VICENTE DE CHUCURI,1.981801347,2.094758789,-2.77090091,2.77090091,EIA,,,1/1/2016 0:00,Aproximada,1,1,2016,https://drive.google.com/open?id=1fxbv7B9XOxVKOA5YN4ICYzafNhfkPhU9,VolcadoMasivo_TODO_8.4_MCDA.xlsx,No,M-0052,,PO-00-0452,C2,0.583906246,No
-73.569059,6.940581,Aljibe,0.091358025,0.2105,0.076956522,0.01974359,0.096700112,0.134918033,0.163380282,0.1875,0.014354839,0.000145161,0.044765162,6.21,24,31.5,,Abanico Antiguo (QTcal),Cuaternario,SUR,Faaa,,149,CAS,SANTANDER,SAN VICENTE DE CHUCURI,0.398558136,0.545063476,-15.5258568,15.5258568,EIA,,,1/1/2016 0:00,Aproximada,1,1,2016,https://drive.google.com/open?id=1fxbv7B9XOxVKOA5YN4ICYzafNhfkPhU9,VolcadoMasivo_TODO_8.4_MCDA.xlsx,No,M-0053,,PO-00-0453,C2,0.698863772,No
-73.668337,6.914744,Manantial,0.097942387,0.2845,0.12826087,0.00974359,0.13800446,0.063934426,0.252394366,0.1875,0.014354839,0.000145161,0.006804305,5.3,25,36.2,,Formaci+¦n Real (N1r),Pleistoceno,SUR,Dcr,,185,CAS,SANTANDER,BARRANCABERMEJA,0.520446846,0.525133097,-0.448196327,0.448196327,EIA,,,1/1/2016 0:00,Aproximada,1,1,2016,https://drive.google.com/open?id=1fxbv7B9XOxVKOA5YN4ICYzafNhfkPhU9,VolcadoMasivo_TODO_8.4_MCDA.xlsx,No,M-0054,,PO-00-0454,C2,0.696399156,No
-73.794803,6.811293,Pozo,0.065020576,0.2105,0.617391304,0.061538462,0.678929766,0.706557377,0.163380282,0.1875,0.014354839,0.000145161,0.006804305,6.21,25,93.8,,Formaci+¦n Real (N1r),Serravaliano-Mesiniano,SUR,Dpcd,,105,CAS,SANTANDER,SIMACOTA,0.954450342,1.078741963,-6.113126683,6.113126683,EIA,,43,1/1/2016 0:00,Aproximada,1,1,2016,https://drive.google.com/open?id=1fxbv7B9XOxVKOA5YN4ICYzafNhfkPhU9,VolcadoMasivo_TODO_8.4_MCDA.xlsx,No,M-0055,,PO-00-0455,C2,0.678929538,No
-73.732301,6.683711,Manantial,0.387654321,0.6435,0.434782609,0.107948718,0.542731327,0.285245902,0.215774648,1.322916667,0.014354839,0.000209677,0.044765162,6.61,25,177.6,,NULL,Rupeliano-Langhiano,SUR,NULL,,148,CAS,SANTANDER,EL CARMEN DE CHUCURI,1.573885648,1.883266894,-8.949019255,8.949019255,EIA,,,1/1/2016 0:00,Aproximada,1,1,2016,https://drive.google.com/open?id=1fxbv7B9XOxVKOA5YN4ICYzafNhfkPhU9,VolcadoMasivo_TODO_8.4_MCDA.xlsx,No,M-0056,,PO-00-0456,C2,0.61293484,No
-73.813559,6.889972,Aljibe,0.372016461,2.5485,0.200869565,0.046153846,0.247023411,1.760655738,0.163380282,0.633333333,0.014354839,0.000145161,0.014682973,7.59,24,262.2,,Cauce Aluvial (Fca),Cuaternario,SUR,Dmo,,89,CAS,SANTANDER,BARRANCABERMEJA,3.167539872,2.586552326,10.09694538,10.09694538,EIA,,,1/1/2016 0:00,Aproximada,1,1,2016,https://drive.google.com/open?id=1fxbv7B9XOxVKOA5YN4ICYzafNhfkPhU9,VolcadoMasivo_TODO_8.4_MCDA.xlsx,No,M-0057,,PO-00-0457,C1,0.563493059,No
-73.807232,6.988692,Manantial,0.068312757,0.1485,0.076521739,0.016666667,0.093188406,0.063934426,0.163380282,0.1875,0.014354839,0.000145161,0.010385518,5.22,24,13.43,,Formaci+¦n Real (N1r),Plioceno-Pleistoceno,SUR,Dmo,,106,CAS,SANTANDER,BARRANCABERMEJA,0.310001163,0.439700225,-17.30009634,17.30009634,EIA,,,1/1/2016 0:00,Aproximada,1,1,2016,https://drive.google.com/open?id=1fxbv7B9XOxVKOA5YN4ICYzafNhfkPhU9,VolcadoMasivo_TODO_8.4_MCDA.xlsx,No,M-0058,,PO-00-0458,C2,0.700051369,No
-73.823369,7.184591,Pozo,0.061728395,0.1485,0.302608696,0.03974359,0.342352286,0.444262295,0.163380282,0.1875,0.014354839,0.000145161,0.006804305,5.84,25,71,,Formaci+¦n Real (N1r),Plioceno-Pleistoceno,SUR,Dmo,,94,CAS,SANTANDER,BARRANCABERMEJA,0.55258068,0.816446881,-19.27398748,19.27398748,EIA,,8,1/1/2016 0:00,Aproximada,1,1,2016,https://drive.google.com/open?id=1fxbv7B9XOxVKOA5YN4ICYzafNhfkPhU9,VolcadoMasivo_TODO_8.4_MCDA.xlsx,No,M-0059,,PO-00-0459,C2,0.695559478,No
